SeqID,Virus,Host,CollDate,Country,Host,SeqLength
EPI_ISL_423465,COVID19,human,2020-03-30,United Kingdom,Human,29903
EPI_ISL_419677,COVID19,human,2020-03-09,Spain,Human,29782
EPI_ISL_418887,COVID19,human,2020-03-14,USA,Human,29841
EPI_ISL_428842,COVID19,human,2020-04-08,Singapore,Human,29886
EPI_ISL_438066,COVID19,human,2020-03-19,Austria,Human,29873
EPI_ISL_451573,COVID19,human,2020-04-04,Australia,Human,29408
EPI_ISL_460615,COVID19,human,20-Mar,Canada,Human,29903
EPI_ISL_436584,COVID19,human,2020-04-08,USA,Human,29782
EPI_ISL_454081,COVID19,human,2020-03-19,Portugal,Human,29603
EPI_ISL_416140,COVID19,human,2020-03-02,Denmark,Human,29832
EPI_ISL_418864,COVID19,human,2020-03-17,USA,Human,29865
EPI_ISL_448290,COVID19,human,2020-04-14,United Kingdom,Human,29854
EPI_ISL_451915,COVID19,human,2020-04-07,Switzerland,Human,29903
EPI_ISL_454723,COVID19,human,2020-04-15,USA,Human,29903
EPI_ISL_466577,COVID19,human,2020-04-16,United Kingdom,Human,29903
EPI_ISL_430425,COVID19,human,2020-04-13,USA,Human,29903
EPI_ISL_433937,COVID19,human,2020-04-12,United Kingdom,Human,29903
EPI_ISL_417964,COVID19,human,2020-03-13,USA,Human,29902
EPI_ISL_444215,COVID19,human,2020-04-15,United Kingdom,Human,29903
EPI_ISL_456795,COVID19,human,2020-05-02,United Kingdom,Human,29776
EPI_ISL_448674,COVID19,human,2020,United Kingdom,Human,29903
EPI_ISL_427208,COVID19,human,2020-03-27,USA,Human,29883
EPI_ISL_462188,COVID19,human,2020-03-25,Belgium,Human,29782
EPI_ISL_427659,COVID19,human,2020-03-10,Australia,Human,29412
EPI_ISL_433098,COVID19,human,2020-04-15,United Kingdom,Human,29903
EPI_ISL_434992,COVID19,human,2020-03-31,USA,Human,29903
EPI_ISL_437210,COVID19,human,2020-03-07,Germany,Human,29903
EPI_ISL_451167,COVID19,human,2020-04-01,Belgium,Human,29903
EPI_ISL_422421,COVID19,human,2020-03-19,Taiwan,Human,29870
EPI_ISL_417220,COVID19,human,2020-03-03,United Kingdom,Human,29900
EPI_ISL_447025,COVID19,human,2020-04-02,Thailand,Human,29782
EPI_ISL_448497,COVID19,human,2020-04-04,United Kingdom,Human,29903
EPI_ISL_449132,COVID19,human,2020-04-08,United Kingdom,Human,29903
EPI_ISL_422692,COVID19,human,2020-03-21,Netherlands,Human,29775
EPI_ISL_452960,COVID19,human,2020-05-12,United Kingdom,Human,29903
EPI_ISL_434515,COVID19,human,2020-04-15,Luxembourg,Human,29865
EPI_ISL_451374,COVID19,human,2020-01-31,China,Human,29903
EPI_ISL_463635,COVID19,human,2020-05-04,USA,Human,29903
EPI_ISL_457362,COVID19,human,2020-05-09,United Kingdom,Human,29901
EPI_ISL_467038,COVID19,human,2020-06-05,India,Human,29903
EPI_ISL_420993,COVID19,human,2020-03-23,United Kingdom,Human,29887
EPI_ISL_421794,COVID19,human,2020-03-26,United Kingdom,Human,29907
EPI_ISL_434493,COVID19,human,2020-04-11,Luxembourg,Human,29869
EPI_ISL_448426,COVID19,human,2020-04-29,United Kingdom,Human,29900
EPI_ISL_466770,COVID19,human,20-Apr,Canada,Human,29903
EPI_ISL_438676,COVID19,human,2020-04-22,United Kingdom,Human,29903
EPI_ISL_446137,COVID19,human,2020-04-07,United Kingdom,Human,29847
EPI_ISL_424873,COVID19,human,2020-03-07,USA,Human,29882
EPI_ISL_451409,COVID19,human,2020-03-26,USA,Human,29903
EPI_ISL_455333,COVID19,human,2020-03-11,Spain,Human,29801
EPI_ISL_416654,COVID19,human,2020-03-11,USA,Human,29898
EPI_ISL_453966,COVID19,human,2020-04-02,Portugal,Human,29763
EPI_ISL_448874,COVID19,human,2020-04-14,United Kingdom,Human,29903
EPI_ISL_455844,COVID19,human,2020-03-10,Sweden,Human,29903
EPI_ISL_454371,COVID19,human,2020-04-02,USA,Human,29840
EPI_ISL_422501,COVID19,human,2020-03-19,USA,Human,29705
EPI_ISL_433502,COVID19,human,2020-03-28,United Kingdom,Human,29811
EPI_ISL_416324,COVID19,human,2020-01-29,China,Human,29833
EPI_ISL_430289,COVID19,human,2020-03-11,USA,Human,29903
EPI_ISL_445217,COVID19,human,2020-04-28,Bangladesh,Human,29706
EPI_ISL_447806,COVID19,human,2020-04-04,Colombia,Human,29715
EPI_ISL_426317,COVID19,human,2020-03-15,USA,Human,29822
EPI_ISL_414439,COVID19,human,2020-03-02,Netherlands,Human,29786
EPI_ISL_456374,COVID19,human,2020-04-10,New Zealand,Human,29903
EPI_ISL_450514,COVID19,human,2020-03-13,Lebanon,Human,29902
EPI_ISL_444469,COVID19,human,2020-04-29,India,Human,29903
EPI_ISL_457656,COVID19,human,2020-03-27,United Kingdom,Human,29903
EPI_ISL_456292,COVID19,human,2020-03-31,New Zealand,Human,29903
EPI_ISL_442492,COVID19,human,2020-04-11,United Kingdom,Human,29903
EPI_ISL_461764,COVID19,human,2020-04-23,United Kingdom,Human,29903
EPI_ISL_412459,COVID19,human,2020-01-08,China,Human,29848
EPI_ISL_454350,COVID19,human,2020-03-31,Portugal,Human,29763
EPI_ISL_447812,COVID19,human,2020-04-05,Colombia,Human,29719
EPI_ISL_424919,COVID19,human,2020-03-07,USA,Human,29882
EPI_ISL_455203,COVID19,human,2020-03-31,Netherlands,Human,29775
EPI_ISL_464024,COVID19,human,2020-04-03,Canada,Human,29903
EPI_ISL_451158,COVID19,human,2020-05-03,India,Human,29903
EPI_ISL_461485,COVID19,human,2020-05-27,India,Human,29903
EPI_ISL_457646,COVID19,human,2020-03-28,United Kingdom,Human,29903
EPI_ISL_462422,COVID19,human,2020-03-21,Singapore,Human,29891
EPI_ISL_424545,COVID19,human,2020-03-25,Iceland,Human,29903
EPI_ISL_449666,COVID19,human,2020-04-14,United Kingdom,Human,29903
EPI_ISL_427302,COVID19,human,2020-03-20,Brazil,Human,29743
EPI_ISL_451632,COVID19,human,2020-03-27,Australia,Human,29408
EPI_ISL_437598,COVID19,human,2020-03-25,USA,Human,29903
EPI_ISL_453544,COVID19,human,2020-04-24,United Kingdom,Human,29903
EPI_ISL_420347,COVID19,human,2020-03-06,Belgium,Human,29782
EPI_ISL_424314,COVID19,human,2020-03-24,USA,Human,29864
EPI_ISL_455102,COVID19,human,2020-04-27,Sweden,Human,29903
EPI_ISL_434708,COVID19,human,2020-03-18,Thailand,Human,29839
EPI_ISL_457704,COVID19,human,2020-02-24,Oman,Human,29903
EPI_ISL_429016,COVID19,human,2020-03-23,USA,Human,29890
EPI_ISL_421402,COVID19,human,2020-03-18,USA,Human,29724
EPI_ISL_403937,COVID19,human,2020-01-18,China,Human,29845
EPI_ISL_462241,COVID19,human,2020-03-30,Belgium,Human,29782
EPI_ISL_454943,COVID19,human,2020-03-02,China,Human,29903
EPI_ISL_425252,COVID19,human,2020-03-31,United Kingdom,Human,29903
EPI_ISL_435104,COVID19,human,2020-03-17,India,Human,29866
EPI_ISL_452762,COVID19,human,2020-03-08,Spain,Human,29903
EPI_ISL_425280,COVID19,human,2020,United Kingdom,Human,29903
EPI_ISL_425359,COVID19,human,2020-03-17,United Kingdom,Human,29903
EPI_ISL_448595,COVID19,human,2020,United Kingdom,Human,29903
EPI_ISL_424573,COVID19,human,2020-03-27,Iceland,Human,29903
EPI_ISL_415503,COVID19,human,2020-03-11,Netherlands,Human,29786
EPI_ISL_448013,COVID19,human,2020-05-02,United Kingdom,Human,29903
EPI_ISL_433222,COVID19,human,2020-04-03,United Kingdom,Human,29903
EPI_ISL_432202,COVID19,human,2020-04-05,United Kingdom,Human,29902
EPI_ISL_451823,COVID19,human,2020-03-31,Switzerland,Human,29903
EPI_ISL_417677,COVID19,human,2020-03-04,Iceland,Human,29903
EPI_ISL_449204,COVID19,human,2020-04-26,United Kingdom,Human,29782
EPI_ISL_456646,COVID19,human,2020-05-26,Australia,Human,29903
EPI_ISL_425403,COVID19,human,2020-03-15,United Kingdom,Human,29903
EPI_ISL_466696,COVID19,human,20-Apr,Canada,Human,29903
EPI_ISL_452628,COVID19,human,2020-03-28,Spain,Human,29903
EPI_ISL_448611,COVID19,human,2020,United Kingdom,Human,29903
EPI_ISL_420546,COVID19,human,2020,India,Human,29902
EPI_ISL_429389,COVID19,human,2020-03-09,Denmark,Human,29903
EPI_ISL_443247,COVID19,human,2020-04-15,Singapore,Human,29891
EPI_ISL_419309,COVID19,human,2020-03-12,Japan,Human,29766
EPI_ISL_425537,COVID19,human,2020-03-21,United Kingdom,Human,29903
EPI_ISL_466668,COVID19,human,2020-05-04,USA,Human,29903
EPI_ISL_437729,COVID19,human,2020-04-16,Saudi Arabia,Human,29903
EPI_ISL_454457,COVID19,human,2020-03-05,Sweden,Human,29903
EPI_ISL_464229,COVID19,human,2020-02-27,United Kingdom,Human,29903
EPI_ISL_450134,COVID19,human,2020-03-19,USA,Human,29726
EPI_ISL_420115,COVID19,human,2020-03-09,Spain,Human,29797
EPI_ISL_462450,COVID19,human,2020-03-17,Bosnia and Herzegovina,Human,29856
EPI_ISL_467265,COVID19,human,2020-04-13,Spain,Human,29903
EPI_ISL_444847,COVID19,human,2020-03-31,Denmark,Human,29903
EPI_ISL_432210,COVID19,human,2020-04-01,United Kingdom,Human,29903
EPI_ISL_467274,COVID19,human,2020-04-13,Spain,Human,29903
EPI_ISL_461626,COVID19,human,2020-04-23,United Kingdom,Human,29903
EPI_ISL_425124,COVID19,human,2020-03-17,Germany,Human,29903
EPI_ISL_425809,COVID19,human,2020-03-09,United Kingdom,Human,29812
EPI_ISL_458511,COVID19,human,2020-04-15,United Kingdom,Human,29782
EPI_ISL_414528,COVID19,human,2020-02-10,Hong Kong,Human,29764
EPI_ISL_416611,COVID19,human,2020-02-17,Japan,Human,29766
EPI_ISL_424645,COVID19,human,2020-04-04,Belgium,Human,29903
EPI_ISL_434483,COVID19,human,2020-03-16,Greece,Human,29825
EPI_ISL_421740,COVID19,human,2020-03-17,Luxembourg,Human,29867
EPI_ISL_441419,COVID19,human,2020-03-16,United Kingdom,Human,29862
EPI_ISL_422842,COVID19,human,2020-03-11,Netherlands,Human,29772
EPI_ISL_429075,COVID19,human,2020-02-07,China,Human,29891
EPI_ISL_447837,COVID19,human,2020-03-20,Norway,Human,29863
EPI_ISL_437457,COVID19,human,2020-04-06,USA,Human,29903
EPI_ISL_449824,COVID19,human,2020-04-07,USA,Human,29903
EPI_ISL_417545,COVID19,human,2020-03-17,Iceland,Human,29903
EPI_ISL_427774,COVID19,human,2020-03-22,Australia,Human,29412
EPI_ISL_433324,COVID19,human,2020-03-25,United Kingdom,Human,29811
EPI_ISL_422999,COVID19,human,2020-03-18,USA,Human,29653
EPI_ISL_447726,COVID19,human,20-Mar,France,Human,29903
EPI_ISL_418882,COVID19,human,2020-03-13,USA,Human,29903
EPI_ISL_451340,COVID19,human,2020-02-06,China,Human,29870
EPI_ISL_464125,COVID19,human,2020-04-08,South Africa,Human,29903
EPI_ISL_463081,COVID19,human,2020-05-15,India,Human,29688
EPI_ISL_447969,COVID19,human,2020-04-27,United Kingdom,Human,29903
EPI_ISL_462045,COVID19,human,2020-04-18,United Kingdom,Human,29903
EPI_ISL_429041,COVID19,human,2020-03-28,USA,Human,29898
EPI_ISL_425278,COVID19,human,2020-03-31,United Kingdom,Human,29903
EPI_ISL_418822,COVID19,human,2020-03-10,Canada,Human,29903
EPI_ISL_453947,COVID19,human,2020-03-31,Portugal,Human,29625
EPI_ISL_449637,COVID19,human,2020-04-04,United Kingdom,Human,29903
EPI_ISL_419762,COVID19,human,2020-03-12,Australia,Human,29866
EPI_ISL_421328,COVID19,human,2020-03-19,USA,Human,29782
EPI_ISL_458294,COVID19,human,20-Apr,USA,Human,29834
EPI_ISL_425191,COVID19,human,2020-03-16,Spain,Human,29782
EPI_ISL_463912,COVID19,human,2020-04-06,Canada,Human,29894
EPI_ISL_462423,COVID19,human,2020-04-14,Singapore,Human,29891
EPI_ISL_435152,COVID19,human,2020-04-09,Italy,Human,29878
EPI_ISL_445357,COVID19,human,2020-03-12,Chile,Human,29877
EPI_ISL_466185,COVID19,human,2020-04-03,United Kingdom,Human,29903
EPI_ISL_429017,COVID19,human,2020-03-25,USA,Human,29891
EPI_ISL_445362,COVID19,human,2020-03-17,Chile,Human,29944
EPI_ISL_460688,COVID19,human,2020-04-01,Netherlands,Human,29775
EPI_ISL_453771,COVID19,human,2020-04-16,United Kingdom,Human,29903
EPI_ISL_437382,COVID19,human,2020-04-14,USA,Human,29851
EPI_ISL_432292,COVID19,human,2020-04-05,United Kingdom,Human,29903
EPI_ISL_417526,COVID19,human,2020-03-18,Luxembourg,Human,29903
EPI_ISL_458121,COVID19,human,2020-04-20,Oman,Human,29835
EPI_ISL_463287,COVID19,human,2020-04-04,USA,Human,29903
EPI_ISL_458286,COVID19,human,2020-03-24,Tunisia,Human,29611
EPI_ISL_436502,COVID19,human,2020-03-23,USA,Human,29840
EPI_ISL_426821,COVID19,human,2020-03-25,Australia,Human,29903
EPI_ISL_455443,COVID19,human,2020-04-01,Poland,Human,29903
EPI_ISL_426692,COVID19,human,2020-03-23,Australia,Human,29852
EPI_ISL_461510,COVID19,human,2020,United Kingdom,Human,29894
EPI_ISL_420445,COVID19,human,2020-03-09,Belgium,Human,29782
EPI_ISL_454023,COVID19,human,2020-03-14,Portugal,Human,29603
EPI_ISL_447397,COVID19,human,2020-03-26,Israel,Human,29892
EPI_ISL_453577,COVID19,human,2020-04-24,United Kingdom,Human,29898
EPI_ISL_456347,COVID19,human,2020-04-09,New Zealand,Human,29903
EPI_ISL_446795,COVID19,human,2020-04-21,United Kingdom,Human,29870
EPI_ISL_466949,COVID19,human,2020-03-10,Switzerland,Human,29903
EPI_ISL_425786,COVID19,human,2020-03-23,United Kingdom,Human,29900
EPI_ISL_463935,COVID19,human,2020-04-02,Canada,Human,29900
EPI_ISL_448568,COVID19,human,2020,United Kingdom,Human,29903
EPI_ISL_437203,COVID19,human,2020-04-06,Austria,Human,29903
EPI_ISL_420023,COVID19,human,2020-03-25,USA,Human,29864
EPI_ISL_415473,COVID19,human,2020-03-09,Netherlands,Human,29786
EPI_ISL_444407,COVID19,human,2020-04-20,United Kingdom,Human,29903
EPI_ISL_421776,COVID19,human,2020-03-25,United Kingdom,Human,29907
EPI_ISL_426135,COVID19,human,2020-03-30,USA,Human,29835
EPI_ISL_452722,COVID19,human,2020-03-09,Spain,Human,29903
EPI_ISL_434640,COVID19,human,2020-03-24,USA,Human,29903
EPI_ISL_426053,COVID19,human,2020-03-30,USA,Human,29904
EPI_ISL_420389,COVID19,human,2020-03-24,Belgium,Human,29782
EPI_ISL_462007,COVID19,human,2020-04-17,United Kingdom,Human,29903
EPI_ISL_458117,COVID19,human,2020-05-09,Oman,Human,29836
EPI_ISL_448159,COVID19,human,2020-04-11,United Kingdom,Human,29903
EPI_ISL_427196,COVID19,human,2020-03-26,USA,Human,29813
EPI_ISL_447908,COVID19,human,2020,Thailand,Human,29891
EPI_ISL_427469,COVID19,human,2020-04-01,USA,Human,29903
EPI_ISL_452468,COVID19,human,2020-03-10,Spain,Human,29903
EPI_ISL_445583,COVID19,human,2020-04-07,United Kingdom,Human,29903
EPI_ISL_432549,COVID19,human,2020-03-28,United Kingdom,Human,29903
EPI_ISL_430235,COVID19,human,2020-03-20,USA,Human,29903
EPI_ISL_466159,COVID19,human,2020-04-03,United Kingdom,Human,29903
EPI_ISL_457749,COVID19,human,2020-02-27,Italy,Human,29855
EPI_ISL_458047,COVID19,human,2020-05-11,India,Human,29824
EPI_ISL_433732,COVID19,human,2020-04-05,United Kingdom,Human,29903
EPI_ISL_439238,COVID19,human,2020-04-25,United Kingdom,Human,29903
EPI_ISL_466120,COVID19,human,2020-03-30,United Kingdom,Human,29903
EPI_ISL_456126,COVID19,human,2020-03-18,Colombia,Human,29903
EPI_ISL_448025,COVID19,human,2020-05-02,United Kingdom,Human,29903
EPI_ISL_454607,COVID19,human,2020-03-19,USA,Human,29865
EPI_ISL_424404,COVID19,human,2020-03-19,Iceland,Human,29903
EPI_ISL_463429,COVID19,human,2020-04-23,USA,Human,29903
EPI_ISL_456883,COVID19,human,2020-05-12,United Kingdom,Human,29782
EPI_ISL_436898,COVID19,human,2020-05-03,USA,Human,29903
EPI_ISL_455978,COVID19,human,2020-05-10,Belgium,Human,29903
EPI_ISL_422050,COVID19,human,2020-03-30,United Kingdom,Human,29865
EPI_ISL_420007,COVID19,human,2020-03-24,Australia,Human,29865
EPI_ISL_416521,COVID19,human,2020-03-10,Saudi Arabia,Human,29899
EPI_ISL_445094,COVID19,human,2020-03-17,USA,Human,29903
EPI_ISL_420412,COVID19,human,2020-03-24,Belgium,Human,29833
EPI_ISL_466951,COVID19,human,2020-03-10,Switzerland,Human,29903
EPI_ISL_457497,COVID19,human,2020-05-05,United Kingdom,Human,29901
EPI_ISL_456822,COVID19,human,2020-05-09,United Kingdom,Human,29770
EPI_ISL_463360,COVID19,human,2020-04-24,USA,Human,29903
EPI_ISL_433166,COVID19,human,2020-04-18,United Kingdom,Human,29903
EPI_ISL_425308,COVID19,human,2020-03-28,United Kingdom,Human,29903
EPI_ISL_430007,COVID19,human,2020-03-19,Jordan,Human,29409
EPI_ISL_425902,COVID19,human,2020-03-23,United Kingdom,Human,29903
EPI_ISL_434222,COVID19,human,2020-04-02,USA,Human,29903
EPI_ISL_452504,COVID19,human,2020-03-18,Spain,Human,29903
EPI_ISL_436203,COVID19,human,2020-03-18,Spain,Human,29812
EPI_ISL_466751,COVID19,human,20-Apr,Canada,Human,29903
EPI_ISL_463689,COVID19,human,2020-05-06,USA,Human,29903
EPI_ISL_457680,COVID19,human,2020-03-31,United Kingdom,Human,29903
EPI_ISL_425238,COVID19,human,2020-03-30,United Kingdom,Human,29903
EPI_ISL_457735,COVID19,human,20-Mar,Estonia,Human,29864
EPI_ISL_463342,COVID19,human,2020-04-24,USA,Human,29903
EPI_ISL_426865,COVID19,human,2020-03-27,Australia,Human,29903
EPI_ISL_435084,COVID19,human,2020-03-29,India,Human,29866
EPI_ISL_433463,COVID19,human,2020-04-12,United Kingdom,Human,29903
EPI_ISL_425242,COVID19,human,2020-03-31,United Kingdom,Human,29903
EPI_ISL_437675,COVID19,human,2020-03-28,Denmark,Human,29902
EPI_ISL_457719,COVID19,human,20-Mar,Estonia,Human,29865
EPI_ISL_458297,COVID19,human,20-Apr,USA,Human,29834
EPI_ISL_460060,COVID19,human,2020-03-14,USA,Human,29862
EPI_ISL_434137,COVID19,human,2020-03-26,USA,Human,29903
EPI_ISL_456635,COVID19,human,2020-05-02,Australia,Human,29903
EPI_ISL_419713,COVID19,human,2020-03-11,USA,Human,29866
EPI_ISL_430136,COVID19,human,2020-03-10,USA,Human,29903
EPI_ISL_466327,COVID19,human,2020-04-07,United Kingdom,Human,29903
EPI_ISL_429590,COVID19,human,2020-03-28,Denmark,Human,29903
EPI_ISL_416681,COVID19,human,2020-03-11,USA,Human,29876
EPI_ISL_432286,COVID19,human,2020-04-08,United Kingdom,Human,29880
EPI_ISL_452129,COVID19,human,2020-03-09,USA,Human,29882
EPI_ISL_436492,COVID19,human,2020-03-26,USA,Human,29840
EPI_ISL_437333,COVID19,human,2020-03-25,Turkey,Human,29872
EPI_ISL_447668,COVID19,human,20-Mar,France,Human,29903
EPI_ISL_444058,COVID19,human,2020-04-28,USA,Human,29899
EPI_ISL_423951,COVID19,human,2020-03-19,United Kingdom,Human,29900
EPI_ISL_465714,COVID19,human,2020-04-30,United Kingdom,Human,29903
EPI_ISL_451624,COVID19,human,2020-04-19,Australia,Human,29408
EPI_ISL_457344,COVID19,human,2020-05-13,United Kingdom,Human,29903
EPI_ISL_424854,COVID19,human,2020-03-05,USA,Human,29882
EPI_ISL_456295,COVID19,human,2020-04-01,New Zealand,Human,29903
EPI_ISL_438188,COVID19,human,2020-04-17,USA,Human,29903
EPI_ISL_463440,COVID19,human,2020-04-27,USA,Human,29903
EPI_ISL_451478,COVID19,human,2020-03-20,USA,Human,29903
EPI_ISL_461127,COVID19,human,2020-03-29,Netherlands,Human,29775
EPI_ISL_467081,COVID19,human,2020-03-17,Spain,Human,29903
EPI_ISL_451557,COVID19,human,2020-03-31,Australia,Human,29408
EPI_ISL_437710,COVID19,human,2020-04-14,Saudi Arabia,Human,29903
EPI_ISL_456756,COVID19,human,2020-03-28,United Kingdom,Human,29782
EPI_ISL_447745,COVID19,human,2020-03-28,Colombia,Human,29700
EPI_ISL_463468,COVID19,human,2020-04-09,USA,Human,29903
EPI_ISL_437251,COVID19,human,2020-03-14,Germany,Human,29903
EPI_ISL_418341,COVID19,human,2020-03-12,Canada,Human,29881
EPI_ISL_417879,COVID19,human,2020-03-06,Slovakia,Human,29903
EPI_ISL_423811,COVID19,human,2020-03-23,United Kingdom,Human,29903
EPI_ISL_444134,COVID19,human,2020-04-08,United Kingdom,Human,29903
EPI_ISL_430877,COVID19,human,2020-03-12,USA,Human,29839
EPI_ISL_419675,COVID19,human,2020-03-20,Spain,Human,29782
EPI_ISL_453657,COVID19,human,2020-05-15,United Kingdom,Human,29903
EPI_ISL_454814,COVID19,human,20-Mar,USA,Human,29834
EPI_ISL_437461,COVID19,human,2020-03-23,Saudi Arabia,Human,29863
EPI_ISL_427199,COVID19,human,2020-03-26,USA,Human,29851
EPI_ISL_436080,COVID19,human,2020-03-18,USA,Human,29882
EPI_ISL_424518,COVID19,human,2020-03-21,Iceland,Human,29903
EPI_ISL_466571,COVID19,human,2020-04-15,United Kingdom,Human,29903
EPI_ISL_448867,COVID19,human,2020-04-14,United Kingdom,Human,29903
EPI_ISL_448332,COVID19,human,2020-04-23,United Kingdom,Human,29873
EPI_ISL_461622,COVID19,human,2020-04-23,United Kingdom,Human,29903
EPI_ISL_417019,COVID19,human,2020-03-14,Belgium,Human,29782
EPI_ISL_452038,COVID19,human,2020-04-08,Denmark,Human,29903
EPI_ISL_425486,COVID19,human,2020-03-17,United Kingdom,Human,29900
EPI_ISL_448491,COVID19,human,2020-04-05,United Kingdom,Human,29903
EPI_ISL_445763,COVID19,human,2020-04-12,United Kingdom,Human,29899
EPI_ISL_460770,COVID19,human,2020-04-20,Netherlands,Human,29775
EPI_ISL_466929,COVID19,human,2020-03-06,Switzerland,Human,29903
EPI_ISL_444556,COVID19,human,2020-03-18,USA,Human,29903
EPI_ISL_464037,COVID19,human,2020-04-03,Canada,Human,29903
EPI_ISL_465534,COVID19,human,2020-05-01,United Kingdom,Human,29903
EPI_ISL_428825,COVID19,human,2020-03-16,Singapore,Human,29864
EPI_ISL_443649,COVID19,human,2020-04-17,United Kingdom,Human,29816
EPI_ISL_450318,COVID19,human,2020-03-27,Canada,Human,29903
EPI_ISL_420206,COVID19,human,2020-03-27,United Kingdom,Human,29900
EPI_ISL_454890,COVID19,human,2020-03-07,Sweden,Human,29903
EPI_ISL_416543,COVID19,human,2020-03-02,Kuwait,Human,29896
EPI_ISL_425843,COVID19,human,2020-03-12,United Kingdom,Human,29903
EPI_ISL_437311,COVID19,human,2020-03-27,Turkey,Human,29897
EPI_ISL_410720,COVID19,human,2020-01-23,France,Human,29874
EPI_ISL_433412,COVID19,human,2020-04-07,United Kingdom,Human,29903
EPI_ISL_424357,COVID19,human,2020-01-28,China,Human,29821
EPI_ISL_445674,COVID19,human,2020-04-06,United Kingdom,Human,29900
EPI_ISL_451720,COVID19,human,2020-03-16,Switzerland,Human,29903
EPI_ISL_454332,COVID19,human,2020-03-14,Portugal,Human,29763
EPI_ISL_429390,COVID19,human,2020-03-09,Denmark,Human,29903
EPI_ISL_438148,COVID19,human,2020-04-12,USA,Human,29903
EPI_ISL_460904,COVID19,human,2020-05-22,Netherlands,Human,29775
EPI_ISL_452238,COVID19,human,2020-04-27,Sweden,Human,29903
EPI_ISL_415660,COVID19,human,2020-03-07,Chile,Human,29732
EPI_ISL_418406,COVID19,human,2020-03-14,Finland,Human,29815
EPI_ISL_422771,COVID19,human,2020-03-27,Netherlands,Human,29775
EPI_ISL_462466,COVID19,human,2020-04-21,Bosnia and Herzegovina,Human,29859
EPI_ISL_464789,COVID19,human,2020-03-11,United Kingdom,Human,29903
EPI_ISL_423813,COVID19,human,2020-03-23,United Kingdom,Human,29903
EPI_ISL_460879,COVID19,human,2020-05-22,Netherlands,Human,29775
EPI_ISL_422033,COVID19,human,2020-03-27,United Kingdom,Human,29902
EPI_ISL_465084,COVID19,human,2020-03-11,United Kingdom,Human,29903
EPI_ISL_423910,COVID19,human,2020-03-19,United Kingdom,Human,29900
EPI_ISL_430176,COVID19,human,2020-03-12,USA,Human,29903
EPI_ISL_461077,COVID19,human,2020-03-31,Netherlands,Human,29775
EPI_ISL_438034,COVID19,human,2020-03-14,Austria,Human,29873
EPI_ISL_453915,COVID19,human,2020-03-28,Portugal,Human,29653
EPI_ISL_453872,COVID19,human,2020-03-27,Portugal,Human,29653
EPI_ISL_422805,COVID19,human,2020-03-08,Netherlands,Human,29772
EPI_ISL_420623,COVID19,human,2020-03-24,France,Human,29879
EPI_ISL_425668,COVID19,human,2020-03-14,United Kingdom,Human,29782
EPI_ISL_451083,COVID19,human,2020-03-21,Australia,Human,29903
EPI_ISL_425851,COVID19,human,2020-03-17,United Kingdom,Human,29903
EPI_ISL_444171,COVID19,human,2020-04-10,United Kingdom,Human,29903
EPI_ISL_419883,COVID19,human,2020-03-19,Australia,Human,29899
EPI_ISL_432458,COVID19,human,2020-03-28,United Kingdom,Human,29903
EPI_ISL_447774,COVID19,human,2020-04-01,Colombia,Human,29717
EPI_ISL_457002,COVID19,human,2020-05-22,United Kingdom,Human,29903
EPI_ISL_433589,COVID19,human,2020-04-01,United Kingdom,Human,29779
EPI_ISL_437934,COVID19,human,2020-03-25,Austria,Human,29866
EPI_ISL_467234,COVID19,human,2020-05-07,Spain,Human,29903
EPI_ISL_415516,COVID19,human,2020-03-11,Netherlands,Human,29783
EPI_ISL_417809,COVID19,human,2020-03-15,Iceland,Human,29903
EPI_ISL_458915,COVID19,human,2020-04-09,United Kingdom,Human,29783
EPI_ISL_461703,COVID19,human,2020-05-11,United Kingdom,Human,29782
EPI_ISL_418269,COVID19,human,2020-01-22,Vietnam,Human,29891
EPI_ISL_455086,COVID19,human,2020-04-03,Australia,Human,29408
EPI_ISL_426897,COVID19,human,2020-03-29,Czech Republic,Human,29859
EPI_ISL_417381,COVID19,human,2020-03-14,USA,Human,29864
EPI_ISL_433371,COVID19,human,2020-03-29,United Kingdom,Human,29900
EPI_ISL_461373,COVID19,human,2020-05-03,Netherlands,Human,29775
EPI_ISL_423008,COVID19,human,2020-03-18,USA,Human,29598
EPI_ISL_466648,COVID19,human,20-May,USA,Human,29901
EPI_ISL_428324,COVID19,human,2020-03-26,USA,Human,29782
EPI_ISL_435108,COVID19,human,2020-03-15,India,Human,29866
EPI_ISL_429512,COVID19,human,2020-03-23,Denmark,Human,29903
EPI_ISL_449220,COVID19,human,2020-04-28,United Kingdom,Human,29782
EPI_ISL_437567,COVID19,human,2020-04-26,USA,Human,29903
EPI_ISL_450159,COVID19,human,2020-03-20,USA,Human,29719
EPI_ISL_438015,COVID19,human,2020-03-07,Austria,Human,29866
EPI_ISL_460277,COVID19,human,2020-04-08,USA,Human,29855
EPI_ISL_450317,COVID19,human,2020-03-27,Canada,Human,29903
EPI_ISL_464001,COVID19,human,2020-04-06,Canada,Human,29903
EPI_ISL_427313,COVID19,human,2020-04-03,Russia,Human,29903
EPI_ISL_463189,COVID19,human,20-Mar,Canada,Human,29903
EPI_ISL_466698,COVID19,human,20-Apr,Canada,Human,29903
EPI_ISL_425943,COVID19,human,2020-03-26,United Kingdom,Human,29903
